# Engine name: FYDPish lite
# Sat Apr 17 00:41:15 2021
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     4.8000    350.0000      0.0000      1.0000      0.0000   3067.2205     25.9095      1.1630      1.1472   1554.0129    228.6558    256.0926      1.4429      1.6161      1.0000 
     4.8000    375.0000      0.0000      1.0000      0.0000   3072.5014     25.9208      1.1633      1.1478   1554.7139    230.5814    257.4280      1.4544      1.6238      1.0000 
     4.8000    400.0000      0.0000      1.0000      0.0000   3077.4180     25.9314      1.1637      1.1483   1555.3618    232.3447    258.6554      1.4649      1.6308      1.0000 
     4.8000    425.0000      0.0000      1.0000      0.0000   3082.0154     25.9413      1.1639      1.1487   1555.9635    233.9685    259.7896      1.4746      1.6374      1.0000 
     4.8000    450.0000      0.0000      1.0000      0.0000   3086.3309     25.9506      1.1642      1.1492   1556.5244    235.4713    260.8426      1.4836      1.6434      1.0000 
     4.8000    475.0000      0.0000      1.0000      0.0000   3090.3957     25.9593      1.1645      1.1496   1557.0494    236.8684    261.8243      1.4919      1.6490      1.0000 
     4.8000    500.0000      0.0000      1.0000      0.0000   3094.2360     25.9676      1.1647      1.1500   1557.5423    238.1723    262.7429      1.4996      1.6543      1.0000 
     4.8000    525.0000      0.0000      1.0000      0.0000   3097.8744     25.9754      1.1650      1.1504   1558.0066    239.3936    263.6054      1.5068      1.6592      1.0000 
     4.8000    550.0000      0.0000      1.0000      0.0000   3101.3300     25.9829      1.1652      1.1508   1558.4449    240.5412    264.4177      1.5136      1.6639      1.0000 
     4.8000    575.0000      0.0000      1.0000      0.0000   3104.6196     25.9899      1.1654      1.1511   1558.8598    241.6226    265.1849      1.5200      1.6683      1.0000 
     4.8000    600.0000      0.0000      1.0000      0.0000   3107.7575     25.9967      1.1656      1.1515   1559.2692    242.6445    265.9111      1.5261      1.6724      1.0000 
     4.8000    625.0000      0.0000      1.0000      0.0000   3110.7566     26.0031      1.1658      1.1518   1559.6440    243.6123    266.6003      1.5318      1.6763      1.0000 
     4.8000    650.0000      0.0000      1.0000      0.0000   3113.6279     26.0093      1.1660      1.1521   1560.0010    244.5311    267.2556      1.5372      1.6801      1.0000 
     4.8000    675.0000      0.0000      1.0000      0.0000   3116.3814     26.0152      1.1662      1.1524   1560.3416    245.4051    267.8800      1.5424      1.6836      1.0000 
     4.8000    700.0000      0.0000      1.0000      0.0000   3119.0259     26.0209      1.1664      1.1527   1560.6672    246.2380    268.4760      1.5473      1.6870      1.0000 
     4.8000    725.0000      0.0000      1.0000      0.0000   3121.5693     26.0264      1.1666      1.1530   1560.9789    247.0332    269.0458      1.5520      1.6902      1.0000 
     4.8000    750.0000      0.0000      1.0000      0.0000   3124.0186     26.0316      1.1668      1.1533   1561.2776    247.7937    269.5914      1.5564      1.6933      1.0000 
     5.0000    200.0000      0.0000      1.0000      0.0000   3030.3142     26.0197      1.1595      1.1407   1545.2457    211.3713    244.7908      1.3414      1.5535      1.0000 
     5.0000    225.0000      0.0000      1.0000      0.0000   3039.9413     26.0407      1.1599      1.1415   1546.6590    215.3708    247.5056      1.3656      1.5693      1.0000 
     5.0000    250.0000      0.0000      1.0000      0.0000   3048.5124     26.0594      1.1603      1.1422   1547.9073    218.8174    249.8554      1.3863      1.5829      1.0000 
     5.0000    275.0000      0.0000      1.0000      0.0000   3056.2313     26.0762      1.1607      1.1429   1549.0236    221.8331    251.9203      1.4044      1.5949      1.0000 
     5.0000    300.0000      0.0000      1.0000      0.0000   3063.2483     26.0915      1.1610      1.1434   1550.0315    224.5046    253.7572      1.4204      1.6055      1.0000 
     5.0000    325.0000      0.0000      1.0000      0.0000   3069.6772     26.1055      1.1613      1.1440   1550.9493    226.8960    255.4081      1.4347      1.6149      1.0000 
     5.0000    350.0000      0.0000      1.0000      0.0000   3075.6064     26.1184      1.1616      1.1445   1551.7908    229.0554    256.9046      1.4475      1.6235      1.0000 
     5.0000    375.0000      0.0000      1.0000      0.0000   3081.1060     26.1304      1.1619      1.1450   1552.5670    231.0199    258.2709      1.4592      1.6313      1.0000 
     5.0000    400.0000      0.0000      1.0000      0.0000   3086.2322     26.1416      1.1622      1.1454   1553.2868    232.8189    259.5261      1.4699      1.6385      1.0000 
     5.0000    425.0000      0.0000      1.0000      0.0000   3091.0310     26.1521      1.1624      1.1458   1553.9572    234.4755    260.6857      1.4797      1.6451      1.0000 
     5.0000    450.0000      0.0000      1.0000      0.0000   3095.5405     26.1619      1.1627      1.1462   1554.5842    236.0088    261.7619      1.4888      1.6513      1.0000 
     5.0000    475.0000      0.0000      1.0000      0.0000   3099.7925     26.1712      1.1629      1.1466   1555.1728    237.4341    262.7651      1.4972      1.6570      1.0000 
     5.0000    500.0000      0.0000      1.0000      0.0000   3103.8138     26.1799      1.1631      1.1469   1555.7269    238.7643    263.7037      1.5051      1.6623      1.0000 
     5.0000    525.0000      0.0000      1.0000      0.0000   3107.6274     26.1882      1.1633      1.1473   1556.2503    240.0102    264.5848      1.5124      1.6673      1.0000 
     5.0000    550.0000      0.0000      1.0000      0.0000   3111.2529     26.1961      1.1635      1.1476   1556.7458    241.1808    265.4144      1.5193      1.6720      1.0000 
     5.0000    575.0000      0.0000      1.0000      0.0000   3114.7074     26.2037      1.1637      1.1479   1557.2161    242.2839    266.1979      1.5258      1.6764      1.0000 
     5.0000    600.0000      0.0000      1.0000      0.0000   3118.0057     26.2108      1.1639      1.1482   1557.6634    243.3262    266.9395      1.5319      1.6806      1.0000 
     5.0000    625.0000      0.0000      1.0000      0.0000   3121.1608     26.2177      1.1640      1.1485   1558.0897    244.3134    267.6432      1.5377      1.6846      1.0000 
     5.0000    650.0000      0.0000      1.0000      0.0000   3124.1841     26.2243      1.1642      1.1488   1558.4968    245.2505    268.3122      1.5432      1.6883      1.0000 
     5.0000    675.0000      0.0000      1.0000      0.0000   3127.0859     26.2306      1.1644      1.1491   1558.8862    246.1418    268.9497      1.5484      1.6919      1.0000 
     5.0000    700.0000      0.0000      1.0000      0.0000   3129.8752     26.2367      1.1645      1.1493   1559.2592    246.9913    269.5581      1.5534      1.6953      1.0000 
     5.0000    725.0000      0.0000      1.0000      0.0000   3132.5599     26.2426      1.1647      1.1496   1559.6170    247.8023    270.1397      1.5581      1.6986      1.0000 
     5.0000    750.0000      0.0000      1.0000      0.0000   3135.1474     26.2482      1.1648      1.1498   1559.9608    248.5778    270.6966      1.5627      1.7017      1.0000 
     5.2000    200.0000      0.0000      1.0000      0.0000   3032.9155     26.2051      1.1589      1.1393   1541.3922    211.1782    244.9619      1.3436      1.5585      1.0000 
     5.2000    225.0000      0.0000      1.0000      0.0000   3042.7140     26.2267      1.1593      1.1400   1542.8678    215.2413    247.7744      1.3681      1.5749      1.0000 
     5.2000    250.0000      0.0000      1.0000      0.0000   3051.4462     26.2459      1.1596      1.1407   1544.1801    218.7483    250.2055      1.3892      1.5890      1.0000 
     5.2000    275.0000      0.0000      1.0000      0.0000   3059.3174     26.2633      1.1600      1.1413   1545.3459    221.8203    252.3378      1.4077      1.6013      1.0000 
     5.2000    300.0000      0.0000      1.0000      0.0000   3066.4790     26.2791      1.1603      1.1418   1546.4061    224.5440    254.2312      1.4240      1.6122      1.0000 
     5.2000    325.0000      0.0000      1.0000      0.0000   3073.0459     26.2935      1.1606      1.1423   1547.3735    226.9835    255.9301      1.4385      1.6220      1.0000 
     5.2000    350.0000      0.0000      1.0000      0.0000   3079.1072     26.3069      1.1608      1.1428   1548.2624    229.1872    257.4680      1.4517      1.6308      1.0000 
     5.2000    375.0000      0.0000      1.0000      0.0000   3084.7335     26.3193      1.1611      1.1432   1549.0840    231.1926    258.8706      1.4636      1.6388      1.0000 
     5.2000    400.0000      0.0000      1.0000      0.0000   3089.9817     26.3308      1.1613      1.1436   1549.8473    233.0293    260.1581      1.4745      1.6461      1.0000 
     5.2000    425.0000      0.0000      1.0000      0.0000   3094.8982     26.3417      1.1615      1.1440   1550.5597    234.7209    261.3466      1.4845      1.6529      1.0000 
     5.2000    450.0000      0.0000      1.0000      0.0000   3099.5214     26.3519      1.1617      1.1444   1551.2272    236.2866    262.4492      1.4938      1.6592      1.0000 
     5.2000    475.0000      0.0000      1.0000      0.0000   3103.8834     26.3615      1.1619      1.1447   1551.8548    237.7421    263.4764      1.5024      1.6650      1.0000 
     5.2000    500.0000      0.0000      1.0000      0.0000   3108.0115     26.3706      1.1621      1.1450   1552.4468    239.1005    264.4371      1.5104      1.6704      1.0000 
     5.2000    525.0000      0.0000      1.0000      0.0000   3111.9288     26.3792      1.1623      1.1454   1553.0068    240.3729    265.3388      1.5179      1.6755      1.0000 
     5.2000    550.0000      0.0000      1.0000      0.0000   3115.6551     26.3874      1.1625      1.1457   1553.5379    241.5683    266.1876      1.5249      1.6803      1.0000 
     5.2000    575.0000      0.0000      1.0000      0.0000   3119.2078     26.3953      1.1626      1.1459   1554.0428    242.6949    266.9889      1.5315      1.6848      1.0000 
     5.2000    600.0000      0.0000      1.0000      0.0000   3122.6017     26.4028      1.1628      1.1462   1554.5238    243.7592    267.7474      1.5377      1.6891      1.0000 
     5.2000    625.0000      0.0000      1.0000      0.0000   3125.8502     26.4099      1.1630      1.1465   1554.9830    244.7673    268.4669      1.5436      1.6931      1.0000 
     5.2000    650.0000      0.0000      1.0000      0.0000   3128.9647     26.4168      1.1631      1.1467   1555.4220    245.7242    269.1509      1.5492      1.6969      1.0000 
     5.2000    675.0000      0.0000      1.0000      0.0000   3131.9556     26.4234      1.1633      1.1470   1555.8426    246.6344    269.8025      1.5546      1.7006      1.0000 
     5.2000    700.0000      0.0000      1.0000      0.0000   3134.8320     26.4297      1.1634      1.1472   1556.2461    247.5017    270.4244      1.5596      1.7041      1.0000 
     5.2000    725.0000      0.0000      1.0000      0.0000   3137.6020     26.4358      1.1635      1.1474   1556.6338    248.3298    271.0189      1.5645      1.7074      1.0000 
     5.2000    750.0000      0.0000      1.0000      0.0000   3140.2731     26.4417      1.1637      1.1476   1557.0067    249.1216    271.5881      1.5691      1.7106      1.0000 
     5.4000    200.0000      0.0000      1.0000      0.0000   3032.2915     26.3741      1.1585      1.1385   1536.7992    210.7479    244.7432      1.3448      1.5618      1.0000 
     5.4000    225.0000      0.0000      1.0000      0.0000   3042.1579     26.3961      1.1589      1.1392   1538.3029    214.8521    247.6525      1.3697      1.5788      1.0000 
     5.4000    250.0000      0.0000      1.0000      0.0000   3050.9551     26.4156      1.1592      1.1399   1539.6364    218.4030    250.1752      1.3911      1.5935      1.0000 
     5.4000    275.0000      0.0000      1.0000      0.0000   3058.8890     26.4333      1.1595      1.1404   1540.8331    221.5199    252.3913      1.4099      1.6063      1.0000 
     5.4000    300.0000      0.0000      1.0000      0.0000   3066.1111     26.4493      1.1598      1.1410   1541.9176    224.2884    254.3592      1.4265      1.6177      1.0000 
     5.4000    325.0000      0.0000      1.0000      0.0000   3072.7364     26.4641      1.1601      1.1414   1542.9083    226.7716    256.1232      1.4413      1.6279      1.0000 
     5.4000    350.0000      0.0000      1.0000      0.0000   3078.8544     26.4777      1.1603      1.1419   1543.8197    229.0174    257.7176      1.4548      1.6371      1.0000 
     5.4000    375.0000      0.0000      1.0000      0.0000   3084.5357     26.4903      1.1606      1.1423   1544.6629    231.0630    259.1693      1.4670      1.6454      1.0000 
     5.4000    400.0000      0.0000      1.0000      0.0000   3089.8373     26.5021      1.1608      1.1427   1545.4472    232.9377    260.4996      1.4781      1.6530      1.0000 
     5.4000    425.0000      0.0000      1.0000      0.0000   3094.8057     26.5132      1.1610      1.1430   1546.1798    234.6653    261.7258      1.4884      1.6600      1.0000 
     5.4000    450.0000      0.0000      1.0000      0.0000   3099.4796     26.5236      1.1612      1.1434   1546.8669    236.2649    262.8618      1.4978      1.6665      1.0000 
     5.4000    475.0000      0.0000      1.0000      0.0000   3103.8910     26.5334      1.1614      1.1437   1547.5136    237.7523    263.9190      1.5066      1.6725      1.0000 
     5.4000    500.0000      0.0000      1.0000      0.0000   3108.0673     26.5427      1.1616      1.1440   1548.1242    239.1409    264.9069      1.5148      1.6781      1.0000 
     5.4000    525.0000      0.0000      1.0000      0.0000   3112.0317     26.5515      1.1617      1.1443   1548.7023    240.4416    265.8332      1.5225      1.6833      1.0000 
     5.4000    550.0000      0.0000      1.0000      0.0000   3115.8041     26.5599      1.1619      1.1446   1549.2510    241.6639    266.7047      1.5297      1.6882      1.0000 
     5.4000    575.0000      0.0000      1.0000      0.0000   3119.4019     26.5680      1.1621      1.1449   1549.7731    242.8158    267.5270      1.5365      1.6929      1.0000 
     5.4000    600.0000      0.0000      1.0000      0.0000   3122.8401     26.5756      1.1622      1.1451   1550.2709    243.9042    268.3050      1.5429      1.6972      1.0000 
     5.4000    625.0000      0.0000      1.0000      0.0000   3126.1319     26.5830      1.1624      1.1454   1550.7465    244.9350    269.0427      1.5489      1.7014      1.0000 
     5.4000    650.0000      0.0000      1.0000      0.0000   3129.2889     26.5900      1.1625      1.1456   1551.2016    245.9136    269.7439      1.5547      1.7053      1.0000 
     5.4000    675.0000      0.0000      1.0000      0.0000   3132.3215     26.5968      1.1626      1.1458   1551.6379    246.8443    270.4116      1.5601      1.7091      1.0000 
     5.4000    700.0000      0.0000      1.0000      0.0000   3135.2389     26.6033      1.1628      1.1460   1552.0569    247.7313    271.0487      1.5653      1.7126      1.0000 
     5.4000    725.0000      0.0000      1.0000      0.0000   3138.0493     26.6095      1.1629      1.1463   1552.4596    248.5781    271.6577      1.5702      1.7160      1.0000 
     5.4000    750.0000      0.0000      1.0000      0.0000   3140.7599     26.6156      1.1630      1.1465   1552.8474    249.3878    272.2406      1.5750      1.7193      1.0000 
     5.6000    200.0000      0.0000      1.0000      0.0000   3029.1809     26.5289      1.1582      1.1383   1531.7130    210.1289    244.1455      1.3453      1.5631      1.0000 
     5.6000    225.0000      0.0000      1.0000      0.0000   3039.0364     26.5510      1.1586      1.1389   1533.2200    214.2429    247.1013      1.3703      1.5805      1.0000 
     5.6000    250.0000      0.0000      1.0000      0.0000   3047.8259     26.5707      1.1589      1.1396   1534.5570    217.8075    249.6768      1.3919      1.5956      1.0000 
     5.6000    275.0000      0.0000      1.0000      0.0000   3055.7543     26.5884      1.1593      1.1401   1535.7575    220.9418    251.9503      1.4108      1.6088      1.0000 
     5.6000    300.0000      0.0000      1.0000      0.0000   3062.9729     26.6046      1.1595      1.1406   1536.8459    223.7306    253.9787      1.4276      1.6206      1.0000 
     5.6000    325.0000      0.0000      1.0000      0.0000   3069.5962     26.6195      1.1598      1.1411   1537.8407    226.2365    255.8046      1.4427      1.6312      1.0000 
     5.6000    350.0000      0.0000      1.0000      0.0000   3075.7134     26.6332      1.1601      1.1415   1538.7562    228.5070    257.4607      1.4563      1.6408      1.0000 
     5.6000    375.0000      0.0000      1.0000      0.0000   3081.3950     26.6460      1.1603      1.1419   1539.6036    230.5786    258.9725      1.4687      1.6495      1.0000 
     5.6000    400.0000      0.0000      1.0000      0.0000   3086.6977     26.6579      1.1605      1.1423   1540.3920    232.4803    260.3604      1.4800      1.6575      1.0000 
     5.6000    425.0000      0.0000      1.0000      0.0000   3091.6680     26.6691      1.1607      1.1427   1541.1289    234.2354    261.6408      1.4905      1.6649      1.0000 
     5.6000    450.0000      0.0000      1.0000      0.0000   3096.3443     26.6796      1.1609      1.1430   1541.8202    235.8627    262.8273      1.5002      1.6717      1.0000 
     5.6000    475.0000      0.0000      1.0000      0.0000   3100.7587     26.6895      1.1611      1.1433   1542.4711    237.3778    263.9312      1.5092      1.6780      1.0000 
     5.6000    500.0000      0.0000      1.0000      0.0000   3104.9385     26.6989      1.1613      1.1436   1543.0859    238.7936    264.9618      1.5176      1.6839      1.0000 
     5.6000    525.0000      0.0000      1.0000      0.0000   3108.9067     26.7078      1.1614      1.1439   1543.6681    240.1212    265.9273      1.5254      1.6894      1.0000 
     5.6000    550.0000      0.0000      1.0000      0.0000   3112.6833     26.7163      1.1616      1.1442   1544.2211    241.3696    266.8345      1.5328      1.6945      1.0000 
     5.6000    575.0000      0.0000      1.0000      0.0000   3116.2856     26.7244      1.1618      1.1444   1544.7473    242.5470    267.6893      1.5398      1.6994      1.0000 
     5.6000    600.0000      0.0000      1.0000      0.0000   3119.7285     26.7321      1.1619      1.1447   1545.2492    243.6600    268.4969      1.5463      1.7040      1.0000 
     5.6000    625.0000      0.0000      1.0000      0.0000   3123.0253     26.7395      1.1620      1.1449   1545.7288    244.7147    269.2618      1.5526      1.7083      1.0000 
     5.6000    650.0000      0.0000      1.0000      0.0000   3126.1875     26.7467      1.1622      1.1451   1546.1880    245.7163    269.9878      1.5584      1.7124      1.0000 
     5.6000    675.0000      0.0000      1.0000      0.0000   3129.2255     26.7535      1.1623      1.1454   1546.6284    246.6693    270.6785      1.5640      1.7163      1.0000 
     5.6000    700.0000      0.0000      1.0000      0.0000   3132.1484     26.7601      1.1624      1.1456   1547.0513    247.5777    271.3367      1.5694      1.7200      1.0000 
     5.6000    725.0000      0.0000      1.0000      0.0000   3134.9644     26.7664      1.1626      1.1458   1547.4580    248.4450    271.9653      1.5745      1.7235      1.0000 
     5.6000    750.0000      0.0000      1.0000      0.0000   3137.6808     26.7725      1.1627      1.1460   1547.8497    249.2746    272.5666      1.5793      1.7269      1.0000 
     5.8000    200.0000      0.0000      1.0000      0.0000   3024.1400     26.6711      1.1581      1.1383   1526.3064    209.3823    243.2764      1.3453      1.5631      1.0000 
     5.8000    225.0000      0.0000      1.0000      0.0000   3033.9254     26.6932      1.1584      1.1390   1527.7988    213.4807    246.2231      1.3703      1.5805      1.0000 
     5.8000    250.0000      0.0000      1.0000      0.0000   3042.6521     26.7129      1.1588      1.1396   1529.1229    217.0322    248.7920      1.3919      1.5956      1.0000 
     5.8000    275.0000      0.0000      1.0000      0.0000   3050.5238     26.7307      1.1591      1.1402   1530.3118    220.1554    251.0612      1.4108      1.6089      1.0000 
     5.8000    300.0000      0.0000      1.0000      0.0000   3057.6906     26.7469      1.1594      1.1407   1531.3897    222.9348    253.0874      1.4276      1.6207      1.0000 
     5.8000    325.0000      0.0000      1.0000      0.0000   3064.2664     26.7618      1.1597      1.1411   1532.3748    225.4328    254.9132      1.4427      1.6314      1.0000 
     5.8000    350.0000      0.0000      1.0000      0.0000   3070.3395     26.7755      1.1599      1.1416   1533.2813    227.6967    256.5710      1.4563      1.6410      1.0000 
     5.8000    375.0000      0.0000      1.0000      0.0000   3075.9802     26.7883      1.1602      1.1420   1534.1205    229.7629    258.0862      1.4687      1.6498      1.0000 
     5.8000    400.0000      0.0000      1.0000      0.0000   3081.2447     26.8002      1.1604      1.1424   1534.9013    231.6603    259.4793      1.4801      1.6578      1.0000 
     5.8000    425.0000      0.0000      1.0000      0.0000   3086.1791     26.8114      1.1606      1.1427   1535.6309    233.4121    260.7665      1.4906      1.6653      1.0000 
     5.8000    450.0000      0.0000      1.0000      0.0000   3090.8216     26.8219      1.1608      1.1430   1536.3155    235.0370    261.9612      1.5003      1.6722      1.0000 
     5.8000    475.0000      0.0000      1.0000      0.0000   3095.2042     26.8318      1.1610      1.1434   1536.9601    236.5506    263.0745      1.5093      1.6786      1.0000 
     5.8000    500.0000      0.0000      1.0000      0.0000   3099.3537     26.8412      1.1611      1.1437   1537.5689    237.9657    264.1158      1.5178      1.6845      1.0000 
     5.8000    525.0000      0.0000      1.0000      0.0000   3103.2932     26.8501      1.1613      1.1439   1538.1455    239.2932    265.0928      1.5256      1.6901      1.0000 
     5.8000    550.0000      0.0000      1.0000      0.0000   3107.0425     26.8586      1.1615      1.1442   1538.6930    240.5423    266.0122      1.5331      1.6954      1.0000 
     5.8000    575.0000      0.0000      1.0000      0.0000   3110.6187     26.8667      1.1616      1.1445   1539.2141    241.7210    266.8798      1.5401      1.7003      1.0000 
     5.8000    600.0000      0.0000      1.0000      0.0000   3114.0368     26.8745      1.1618      1.1447   1539.7111    242.8358    267.7005      1.5467      1.7050      1.0000 
     5.8000    625.0000      0.0000      1.0000      0.0000   3117.3097     26.8819      1.1619      1.1450   1540.1861    243.8929    268.4785      1.5529      1.7095      1.0000 
     5.8000    650.0000      0.0000      1.0000      0.0000   3120.4490     26.8890      1.1621      1.1452   1540.6408    244.8972    269.2178      1.5588      1.7137      1.0000 
     5.8000    675.0000      0.0000      1.0000      0.0000   3123.4650     26.8959      1.1622      1.1454   1541.0768    245.8533    269.9215      1.5645      1.7176      1.0000 
     5.8000    700.0000      0.0000      1.0000      0.0000   3126.3668     26.9024      1.1623      1.1456   1541.4956    246.7651    270.5926      1.5699      1.7214      1.0000 
     5.8000    725.0000      0.0000      1.0000      0.0000   3129.1624     26.9088      1.1624      1.1458   1541.8984    247.6362    271.2336      1.5750      1.7251      1.0000 
     5.8000    750.0000      0.0000      1.0000      0.0000   3131.8592     26.9149      1.1626      1.1460   1542.2863    248.4696    271.8470      1.5799      1.7285      1.0000 
     6.0000    200.0000      0.0000      1.0000      0.0000   3017.5902     26.8024      1.1580      1.1387   1520.6991    208.5568    242.2465      1.3449      1.5622      1.0000 
     6.0000    225.0000      0.0000      1.0000      0.0000   3027.2606     26.8243      1.1584      1.1394   1522.1644    212.6253    245.1552      1.3699      1.5794      1.0000 
     6.0000    250.0000      0.0000      1.0000      0.0000   3035.8832     26.8439      1.1587      1.1400   1523.4640    216.1489    247.6874      1.3914      1.5944      1.0000 
     6.0000    275.0000      0.0000      1.0000      0.0000   3043.6595     26.8616      1.1591      1.1405   1524.6304    219.2455    249.9209      1.4102      1.6075      1.0000 
     6.0000    300.0000      0.0000      1.0000      0.0000   3050.7383     26.8777      1.1594      1.1410   1525.6875    221.9996    251.9123      1.4269      1.6192      1.0000 
     6.0000    325.0000      0.0000      1.0000      0.0000   3057.2323     26.8925      1.1596      1.1415   1526.6534    224.4733    253.7042      1.4419      1.6297      1.0000 
     6.0000    350.0000      0.0000      1.0000      0.0000   3063.2291     26.9062      1.1599      1.1419   1527.5420    226.7136    255.3290      1.4555      1.6392      1.0000 
     6.0000    375.0000      0.0000      1.0000      0.0000   3068.7979     26.9188      1.1601      1.1424   1528.3642    228.7571    256.8123      1.4678      1.6478      1.0000 
     6.0000    400.0000      0.0000      1.0000      0.0000   3073.9948     26.9307      1.1604      1.1427   1529.1291    230.6325    258.1743      1.4791      1.6557      1.0000 
     6.0000    425.0000      0.0000      1.0000      0.0000   3078.8652     26.9418      1.1606      1.1431   1529.8436    232.3629    259.4314      1.4895      1.6630      1.0000 
     6.0000    450.0000      0.0000      1.0000      0.0000   3083.4469     26.9522      1.1608      1.1434   1530.5139    233.9670    260.5971      1.4991      1.6698      1.0000 
     6.0000    475.0000      0.0000      1.0000      0.0000   3087.7715     26.9621      1.1610      1.1437   1531.1448    235.4603    261.6825      1.5081      1.6760      1.0000 
     6.0000    500.0000      0.0000      1.0000      0.0000   3091.8658     26.9714      1.1612      1.1440   1531.7405    236.8557    262.6969      1.5164      1.6819      1.0000 
     6.0000    525.0000      0.0000      1.0000      0.0000   3095.7524     26.9803      1.1613      1.1443   1532.3046    238.1641    263.6481      1.5242      1.6873      1.0000 
     6.0000    550.0000      0.0000      1.0000      0.0000   3099.4509     26.9887      1.1615      1.1446   1532.8401    239.3946    264.5427      1.5316      1.6925      1.0000 
     6.0000    575.0000      0.0000      1.0000      0.0000   3102.9783     26.9968      1.1617      1.1449   1533.3497    240.5550    265.3866      1.5385      1.6973      1.0000 
     6.0000    600.0000      0.0000      1.0000      0.0000   3106.3494     27.0045      1.1618      1.1451   1533.8356    241.6522    266.1846      1.5450      1.7019      1.0000 
     6.0000    625.0000      0.0000      1.0000      0.0000   3109.5771     27.0119      1.1619      1.1454   1534.2999    242.6921    266.9411      1.5512      1.7062      1.0000 
     6.0000    650.0000      0.0000      1.0000      0.0000   3112.6727     27.0189      1.1621      1.1456   1534.7443    243.6796    267.6596      1.5571      1.7103      1.0000 
     6.0000    675.0000      0.0000      1.0000      0.0000   3115.6464     27.0257      1.1622      1.1458   1535.1703    244.6195    268.3436      1.5626      1.7142      1.0000 
     6.0000    700.0000      0.0000      1.0000      0.0000   3118.5073     27.0323      1.1624      1.1460   1535.5794    245.5155    268.9958      1.5679      1.7179      1.0000 
     6.0000    725.0000      0.0000      1.0000      0.0000   3121.2632     27.0386      1.1625      1.1462   1535.9728    246.3711    269.6189      1.5730      1.7214      1.0000 
     6.0000    750.0000      0.0000      1.0000      0.0000   3123.9216     27.0446      1.1626      1.1465   1536.3516    247.1896    270.2151      1.5778      1.7248      1.0000 
     6.2000    200.0000      0.0000      1.0000      0.0000   3009.8529     26.9238      1.1580      1.1392   1514.9743    207.6847    241.1275      1.3444      1.5609      1.0000 
     6.2000    225.0000      0.0000      1.0000      0.0000   3019.3746     26.9455      1.1584      1.1399   1516.4037    211.7163    243.9877      1.3692      1.5779      1.0000 
     6.2000    250.0000      0.0000      1.0000      0.0000   3027.8618     26.9649      1.1588      1.1405   1517.6706    215.2050    246.4738      1.3906      1.5926      1.0000 
     6.2000    275.0000      0.0000      1.0000      0.0000   3035.5138     26.9824      1.1591      1.1411   1518.8070    218.2687    248.6638      1.4093      1.6056      1.0000 
     6.2000    300.0000      0.0000      1.0000      0.0000   3042.4774     26.9984      1.1594      1.1416   1519.8363    220.9915    250.6142      1.4259      1.6171      1.0000 
     6.2000    325.0000      0.0000      1.0000      0.0000   3048.8640     27.0130      1.1597      1.1421   1520.7762    223.4354    252.3675      1.4408      1.6274      1.0000 
     6.2000    350.0000      0.0000      1.0000      0.0000   3054.7602     27.0265      1.1600      1.1426   1521.6405    225.6474    253.9561      1.4542      1.6367      1.0000 
     6.2000    375.0000      0.0000      1.0000      0.0000   3060.2343     27.0390      1.1602      1.1430   1522.4399    227.6638    255.4054      1.4665      1.6452      1.0000 
     6.2000    400.0000      0.0000      1.0000      0.0000   3065.3416     27.0507      1.1605      1.1434   1523.1839    229.5133    256.7357      1.4777      1.6529      1.0000 
     6.2000    425.0000      0.0000      1.0000      0.0000   3070.1270     27.0617      1.1607      1.1437   1523.8771    231.2190    257.9633      1.4880      1.6601      1.0000 
     6.2000    450.0000      0.0000      1.0000      0.0000   3074.6278     27.0720      1.1609      1.1441   1524.5278    232.7994    259.1013      1.4975      1.6667      1.0000 
     6.2000    475.0000      0.0000      1.0000      0.0000   3078.8753     27.0818      1.1611      1.1444   1525.1400    234.2701    260.1609      1.5064      1.6728      1.0000 
     6.2000    500.0000      0.0000      1.0000      0.0000   3082.8956     27.0910      1.1613      1.1447   1525.7179    235.6439    261.1512      1.5146      1.6786      1.0000 
     6.2000    525.0000      0.0000      1.0000      0.0000   3086.7114     27.0998      1.1615      1.1450   1526.2649    236.9316    262.0799      1.5223      1.6839      1.0000 
     6.2000    550.0000      0.0000      1.0000      0.0000   3090.3419     27.1081      1.1616      1.1453   1526.7840    238.1422    262.9535      1.5296      1.6890      1.0000 
     6.2000    575.0000      0.0000      1.0000      0.0000   3093.8038     27.1161      1.1618      1.1455   1527.2777    239.2837    263.7777      1.5364      1.6937      1.0000 
     6.2000    600.0000      0.0000      1.0000      0.0000   3097.1117     27.1237      1.1620      1.1458   1527.7483    240.3627    264.5572      1.5429      1.6982      1.0000 
     6.2000    625.0000      0.0000      1.0000      0.0000   3100.2783     27.1309      1.1621      1.1461   1528.1979    241.3850    265.2962      1.5490      1.7024      1.0000 
     6.2000    650.0000      0.0000      1.0000      0.0000   3103.3149     27.1379      1.1623      1.1463   1528.6280    242.3558    265.9983      1.5548      1.7065      1.0000 
