# Engine name: FYDPish lite
# Sat Apr 17 00:41:15 2021
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     3.2000    600.0000      0.0000      1.0000      0.0000   2648.4920     23.1273      1.2272      1.2260   1490.1365    228.5098    249.1707      1.5038      1.6398      1.0000 
     3.2000    625.0000      0.0000      1.0000      0.0000   2648.9336     23.1282      1.2275      1.2263   1490.1420    229.3498    249.7629      1.5094      1.6437      1.0000 
     3.2000    650.0000      0.0000      1.0000      0.0000   2649.3508     23.1291      1.2278      1.2265   1490.1471    230.1474    250.3263      1.5146      1.6474      1.0000 
     3.2000    675.0000      0.0000      1.0000      0.0000   2649.7458     23.1298      1.2280      1.2268   1490.1518    230.9062    250.8634      1.5196      1.6509      1.0000 
     3.2000    700.0000      0.0000      1.0000      0.0000   2650.1207     23.1306      1.2282      1.2270   1490.1562    231.6295    251.3762      1.5243      1.6543      1.0000 
     3.2000    725.0000      0.0000      1.0000      0.0000   2650.4769     23.1313      1.2284      1.2273   1490.1603    232.3202    251.8668      1.5289      1.6575      1.0000 
     3.2000    750.0000      0.0000      1.0000      0.0000   2650.8162     23.1320      1.2286      1.2275   1490.1642    232.9808    252.3368      1.5332      1.6606      1.0000 
     3.4000    200.0000      0.0000      1.0000      0.0000   2727.1135     23.5654      1.2075      1.2044   1506.0444    203.6025    233.4951      1.3258      1.5204      1.0000 
     3.4000    225.0000      0.0000      1.0000      0.0000   2729.9424     23.5710      1.2087      1.2058   1506.1336    207.0690    235.7664      1.3483      1.5351      1.0000 
     3.4000    250.0000      0.0000      1.0000      0.0000   2732.3792     23.5758      1.2098      1.2069   1506.2074    210.0528    237.7426      1.3676      1.5479      1.0000 
     3.4000    275.0000      0.0000      1.0000      0.0000   2734.5087     23.5800      1.2107      1.2080   1506.2697    212.6620    239.4860      1.3845      1.5592      1.0000 
     3.4000    300.0000      0.0000      1.0000      0.0000   2736.3920     23.5838      1.2116      1.2089   1506.3229    214.9728    241.0417      1.3995      1.5693      1.0000 
     3.4000    325.0000      0.0000      1.0000      0.0000   2738.0740     23.5871      1.2123      1.2098   1506.3690    217.0411    242.4431      1.4130      1.5783      1.0000 
     3.4000    350.0000      0.0000      1.0000      0.0000   2739.5889     23.5901      1.2130      1.2106   1506.4095    218.9089    243.7157      1.4251      1.5866      1.0000 
     3.4000    375.0000      0.0000      1.0000      0.0000   2740.9633     23.5928      1.2137      1.2113   1506.4452    220.6084    244.8794      1.4361      1.5941      1.0000 
     3.4000    400.0000      0.0000      1.0000      0.0000   2742.2180     23.5953      1.2143      1.2119   1506.4771    222.1649    245.9498      1.4462      1.6010      1.0000 
     3.4000    425.0000      0.0000      1.0000      0.0000   2743.3698     23.5976      1.2148      1.2125   1506.5057    223.5986    246.9398      1.4555      1.6075      1.0000 
     3.4000    450.0000      0.0000      1.0000      0.0000   2744.4323     23.5997      1.2153      1.2131   1506.5316    224.9258    247.8594      1.4641      1.6134      1.0000 
     3.4000    475.0000      0.0000      1.0000      0.0000   2745.4167     23.6017      1.2158      1.2136   1506.5551    226.1598    248.7173      1.4721      1.6190      1.0000 
     3.4000    500.0000      0.0000      1.0000      0.0000   2746.3322     23.6035      1.2162      1.2141   1506.5765    227.3118    249.5206      1.4796      1.6242      1.0000 
     3.4000    525.0000      0.0000      1.0000      0.0000   2747.1867     23.6052      1.2166      1.2146   1506.5962    228.3911    250.2752      1.4866      1.6291      1.0000 
     3.4000    550.0000      0.0000      1.0000      0.0000   2747.9869     23.6068      1.2170      1.2150   1506.6143    229.4054    250.9862      1.4932      1.6337      1.0000 
     3.4000    575.0000      0.0000      1.0000      0.0000   2748.7382     23.6083      1.2174      1.2154   1506.6310    230.3614    251.6580      1.4994      1.6380      1.0000 
     3.4000    600.0000      0.0000      1.0000      0.0000   2749.4457     23.6097      1.2177      1.2158   1506.6466    231.2649    252.2943      1.5053      1.6422      1.0000 
     3.4000    625.0000      0.0000      1.0000      0.0000   2750.1134     23.6111      1.2181      1.2161   1506.6610    232.1208    252.8983      1.5108      1.6461      1.0000 
     3.4000    650.0000      0.0000      1.0000      0.0000   2750.7451     23.6123      1.2184      1.2165   1506.6745    232.9335    253.4730      1.5161      1.6498      1.0000 
     3.4000    675.0000      0.0000      1.0000      0.0000   2751.3438     23.6135      1.2187      1.2168   1506.6871    233.7067    254.0207      1.5211      1.6534      1.0000 
     3.4000    700.0000      0.0000      1.0000      0.0000   2751.9125     23.6147      1.2190      1.2171   1506.6989    234.4438    254.5438      1.5259      1.6567      1.0000 
     3.4000    725.0000      0.0000      1.0000      0.0000   2752.4535     23.6157      1.2192      1.2174   1506.7100    235.1476    255.0440      1.5305      1.6600      1.0000 
     3.4000    750.0000      0.0000      1.0000      0.0000   2752.9692     23.6168      1.2195      1.2177   1506.7205    235.8207    255.5233      1.5349      1.6631      1.0000 
     3.6000    200.0000      0.0000      1.0000      0.0000   2806.7896     23.9948      1.1962      1.1917   1519.6511    205.5192    235.8752      1.3263      1.5222      1.0000 
     3.6000    225.0000      0.0000      1.0000      0.0000   2810.6721     24.0026      1.1975      1.1932   1519.8241    209.0473    238.1928      1.3489      1.5369      1.0000 
     3.6000    250.0000      0.0000      1.0000      0.0000   2814.0331     24.0093      1.1987      1.1945   1519.9683    212.0842    240.2091      1.3683      1.5498      1.0000 
     3.6000    275.0000      0.0000      1.0000      0.0000   2816.9833     24.0152      1.1997      1.1957   1520.0907    214.7398    241.9877      1.3854      1.5611      1.0000 
     3.6000    300.0000      0.0000      1.0000      0.0000   2819.6025     24.0204      1.2007      1.1968   1520.1961    217.0918    243.5747      1.4004      1.5713      1.0000 
     3.6000    325.0000      0.0000      1.0000      0.0000   2821.9502     24.0251      1.2015      1.1978   1520.2880    219.1971    245.0042      1.4139      1.5804      1.0000 
     3.6000    350.0000      0.0000      1.0000      0.0000   2824.0715     24.0294      1.2023      1.1987   1520.3689    221.0982    246.3022      1.4261      1.5887      1.0000 
     3.6000    375.0000      0.0000      1.0000      0.0000   2826.0017     24.0332      1.2030      1.1995   1520.4407    222.8281    247.4890      1.4372      1.5963      1.0000 
     3.6000    400.0000      0.0000      1.0000      0.0000   2827.7685     24.0368      1.2037      1.2003   1520.5050    224.4125    248.5807      1.4474      1.6032      1.0000 
     3.6000    425.0000      0.0000      1.0000      0.0000   2829.3945     24.0400      1.2043      1.2010   1520.5630    225.8718    249.5902      1.4567      1.6097      1.0000 
     3.6000    450.0000      0.0000      1.0000      0.0000   2830.8979     24.0430      1.2049      1.2016   1520.6156    227.2228    250.5279      1.4654      1.6157      1.0000 
     3.6000    475.0000      0.0000      1.0000      0.0000   2832.2937     24.0458      1.2055      1.2023   1520.6635    228.4789    251.4027      1.4734      1.6213      1.0000 
     3.6000    500.0000      0.0000      1.0000      0.0000   2833.5946     24.0484      1.2060      1.2028   1520.7074    229.6516    252.2217      1.4810      1.6265      1.0000 
     3.6000    525.0000      0.0000      1.0000      0.0000   2834.8111     24.0509      1.2065      1.2034   1520.7478    230.7501    252.9910      1.4880      1.6314      1.0000 
     3.6000    550.0000      0.0000      1.0000      0.0000   2835.9522     24.0532      1.2069      1.2039   1520.7850    231.7826    253.7158      1.4946      1.6361      1.0000 
     3.6000    575.0000      0.0000      1.0000      0.0000   2837.0255     24.0553      1.2073      1.2044   1520.8196    232.7557    254.4006      1.5009      1.6404      1.0000 
     3.6000    600.0000      0.0000      1.0000      0.0000   2838.0377     24.0573      1.2078      1.2049   1520.8517    233.6754    255.0492      1.5068      1.6446      1.0000 
     3.6000    625.0000      0.0000      1.0000      0.0000   2838.9944     24.0593      1.2081      1.2053   1520.8817    234.5467    255.6648      1.5124      1.6485      1.0000 
     3.6000    650.0000      0.0000      1.0000      0.0000   2839.9008     24.0611      1.2085      1.2057   1520.9097    235.3739    256.2505      1.5177      1.6523      1.0000 
     3.6000    675.0000      0.0000      1.0000      0.0000   2840.7611     24.0628      1.2089      1.2061   1520.9359    236.1610    256.8087      1.5227      1.6558      1.0000 
     3.6000    700.0000      0.0000      1.0000      0.0000   2841.5793     24.0644      1.2092      1.2065   1520.9606    236.9112    257.3417      1.5275      1.6593      1.0000 
     3.6000    725.0000      0.0000      1.0000      0.0000   2842.3587     24.0660      1.2095      1.2069   1520.9838    237.6275    257.8514      1.5321      1.6625      1.0000 
     3.6000    750.0000      0.0000      1.0000      0.0000   2843.1023     24.0675      1.2098      1.2072   1521.0057    238.3127    258.3397      1.5365      1.6656      1.0000 
     3.8000    200.0000      0.0000      1.0000      0.0000   2872.3825     24.3857      1.1857      1.1793   1530.7972    207.1414    237.9399      1.3270      1.5243      1.0000 
     3.8000    225.0000      0.0000      1.0000      0.0000   2877.4264     24.3958      1.1870      1.1809   1531.0984    210.7309    240.3039      1.3497      1.5391      1.0000 
     3.8000    250.0000      0.0000      1.0000      0.0000   2881.8168     24.4047      1.1882      1.1823   1531.3514    213.8206    242.3601      1.3693      1.5521      1.0000 
     3.8000    275.0000      0.0000      1.0000      0.0000   2885.6893     24.4125      1.1892      1.1835   1531.5676    216.5224    244.1737      1.3864      1.5634      1.0000 
     3.8000    300.0000      0.0000      1.0000      0.0000   2889.1426     24.4195      1.1902      1.1847   1531.7548    218.9153    245.7918      1.4015      1.5736      1.0000 
     3.8000    325.0000      0.0000      1.0000      0.0000   2892.2502     24.4257      1.1910      1.1857   1531.9188    221.0571    247.2491      1.4151      1.5828      1.0000 
     3.8000    350.0000      0.0000      1.0000      0.0000   2895.0683     24.4314      1.1919      1.1867   1532.0639    222.9913    248.5722      1.4274      1.5911      1.0000 
     3.8000    375.0000      0.0000      1.0000      0.0000   2897.6411     24.4366      1.1926      1.1876   1532.1934    224.7512    249.7820      1.4385      1.5987      1.0000 
     3.8000    400.0000      0.0000      1.0000      0.0000   2900.0036     24.4414      1.1933      1.1884   1532.3097    226.3631    250.8947      1.4487      1.6057      1.0000 
     3.8000    425.0000      0.0000      1.0000      0.0000   2902.1839     24.4458      1.1940      1.1892   1532.4149    227.8477    251.9235      1.4581      1.6122      1.0000 
     3.8000    450.0000      0.0000      1.0000      0.0000   2904.2052     24.4499      1.1946      1.1899   1532.5106    229.2221    252.8792      1.4668      1.6182      1.0000 
     3.8000    475.0000      0.0000      1.0000      0.0000   2906.0867     24.4537      1.1952      1.1906   1532.5981    230.5000    253.7706      1.4749      1.6238      1.0000 
     3.8000    500.0000      0.0000      1.0000      0.0000   2907.8443     24.4572      1.1957      1.1912   1532.6785    231.6929    254.6051      1.4825      1.6291      1.0000 
     3.8000    525.0000      0.0000      1.0000      0.0000   2909.4915     24.4605      1.1962      1.1918   1532.7526    232.8105    255.3890      1.4895      1.6340      1.0000 
     3.8000    550.0000      0.0000      1.0000      0.0000   2911.0398     24.4637      1.1967      1.1924   1532.8212    233.8608    256.1275      1.4962      1.6386      1.0000 
     3.8000    575.0000      0.0000      1.0000      0.0000   2912.4991     24.4666      1.1972      1.1929   1532.8849    234.8507    256.8251      1.5025      1.6430      1.0000 
     3.8000    600.0000      0.0000      1.0000      0.0000   2913.8778     24.4694      1.1976      1.1934   1532.9443    235.7863    257.4858      1.5084      1.6472      1.0000 
     3.8000    625.0000      0.0000      1.0000      0.0000   2915.1834     24.4720      1.1981      1.1939   1532.9997    236.6726    258.1130      1.5140      1.6512      1.0000 
     3.8000    650.0000      0.0000      1.0000      0.0000   2916.4223     24.4745      1.1985      1.1944   1533.0517    237.5141    258.7095      1.5193      1.6549      1.0000 
     3.8000    675.0000      0.0000      1.0000      0.0000   2917.6001     24.4769      1.1989      1.1949   1533.1005    238.3147    259.2781      1.5244      1.6585      1.0000 
     3.8000    700.0000      0.0000      1.0000      0.0000   2918.7220     24.4792      1.1992      1.1953   1533.1464    239.0778    259.8209      1.5292      1.6619      1.0000 
     3.8000    725.0000      0.0000      1.0000      0.0000   2919.7923     24.4813      1.1996      1.1957   1533.1898    239.8065    260.3401      1.5339      1.6652      1.0000 
     3.8000    750.0000      0.0000      1.0000      0.0000   2920.8150     24.4834      1.1999      1.1961   1533.2307    240.5035    260.8374      1.5383      1.6683      1.0000 
     4.0000    200.0000      0.0000      1.0000      0.0000   2924.2717     24.7382      1.1768      1.1682   1539.4007    208.4901    239.7205      1.3282      1.5271      1.0000 
     4.0000    225.0000      0.0000      1.0000      0.0000   2930.4863     24.7509      1.1779      1.1696   1539.8822    212.1422    242.1317      1.3510      1.5420      1.0000 
     4.0000    250.0000      0.0000      1.0000      0.0000   2935.9262     24.7620      1.1790      1.1710   1540.2904    215.2857    244.2285      1.3707      1.5549      1.0000 
     4.0000    275.0000      0.0000      1.0000      0.0000   2940.7489     24.7718      1.1799      1.1722   1540.6419    218.0344    246.0776      1.3879      1.5664      1.0000 
     4.0000    300.0000      0.0000      1.0000      0.0000   2945.0694     24.7806      1.1808      1.1733   1540.9485    220.4689    247.7271      1.4031      1.5765      1.0000 
     4.0000    325.0000      0.0000      1.0000      0.0000   2948.9738     24.7886      1.1816      1.1743   1541.2188    222.6477    249.2125      1.4167      1.5857      1.0000 
     4.0000    350.0000      0.0000      1.0000      0.0000   2952.5285     24.7959      1.1824      1.1753   1541.4593    224.6153    250.5611      1.4290      1.5941      1.0000 
     4.0000    375.0000      0.0000      1.0000      0.0000   2955.7855     24.8025      1.1831      1.1762   1541.6749    226.4056    251.7940      1.4402      1.6017      1.0000 
     4.0000    400.0000      0.0000      1.0000      0.0000   2958.7862     24.8086      1.1838      1.1770   1541.8695    228.0452    252.9279      1.4504      1.6087      1.0000 
     4.0000    425.0000      0.0000      1.0000      0.0000   2961.5644     24.8143      1.1844      1.1778   1542.0464    229.5554    253.9762      1.4599      1.6152      1.0000 
     4.0000    450.0000      0.0000      1.0000      0.0000   2964.1477     24.8195      1.1850      1.1785   1542.2079    230.9533    254.9499      1.4686      1.6212      1.0000 
     4.0000    475.0000      0.0000      1.0000      0.0000   2966.5589     24.8245      1.1856      1.1792   1542.3560    232.2531    255.8580      1.4767      1.6268      1.0000 
     4.0000    500.0000      0.0000      1.0000      0.0000   2968.8173     24.8291      1.1861      1.1798   1542.4926    233.4665    256.7082      1.4843      1.6321      1.0000 
     4.0000    525.0000      0.0000      1.0000      0.0000   2970.9391     24.8334      1.1866      1.1805   1542.6189    234.6031    257.5067      1.4914      1.6370      1.0000 
     4.0000    550.0000      0.0000      1.0000      0.0000   2972.9383     24.8375      1.1871      1.1810   1542.7361    235.6713    258.2589      1.4981      1.6417      1.0000 
     4.0000    575.0000      0.0000      1.0000      0.0000   2974.8267     24.8413      1.1876      1.1816   1542.8453    236.6782    258.9695      1.5044      1.6461      1.0000 
     4.0000    600.0000      0.0000      1.0000      0.0000   2976.6147     24.8450      1.1880      1.1821   1542.9473    237.6297    259.6424      1.5103      1.6502      1.0000 
     4.0000    625.0000      0.0000      1.0000      0.0000   2978.3113     24.8484      1.1884      1.1827   1543.0429    238.5310    260.2811      1.5160      1.6542      1.0000 
     4.0000    650.0000      0.0000      1.0000      0.0000   2979.9244     24.8517      1.1888      1.1832   1543.1326    239.3868    260.8887      1.5213      1.6580      1.0000 
     4.0000    675.0000      0.0000      1.0000      0.0000   2981.4610     24.8548      1.1892      1.1836   1543.2170    240.2010    261.4676      1.5264      1.6615      1.0000 
     4.0000    700.0000      0.0000      1.0000      0.0000   2982.9271     24.8578      1.1896      1.1841   1543.2966    240.9771    262.0204      1.5313      1.6650      1.0000 
     4.0000    725.0000      0.0000      1.0000      0.0000   2984.3282     24.8607      1.1900      1.1845   1543.3718    241.7181    262.5490      1.5359      1.6682      1.0000 
     4.0000    750.0000      0.0000      1.0000      0.0000   2985.6692     24.8634      1.1903      1.1849   1543.4431    242.4268    263.0553      1.5403      1.6714      1.0000 
     4.2000    200.0000      0.0000      1.0000      0.0000   2963.5342     25.0541      1.1700      1.1589   1545.3174    209.5774    241.2377      1.3300      1.5309      1.0000 
     4.2000    225.0000      0.0000      1.0000      0.0000   2970.8178     25.0692      1.1709      1.1602   1546.0222    213.2942    243.6981      1.3530      1.5458      1.0000 
     4.2000    250.0000      0.0000      1.0000      0.0000   2977.2270     25.0824      1.1718      1.1614   1546.6261    216.4934    245.8371      1.3727      1.5588      1.0000 
     4.2000    275.0000      0.0000      1.0000      0.0000   2982.9365     25.0942      1.1726      1.1625   1547.1510    219.2907    247.7229      1.3900      1.5702      1.0000 
     4.2000    300.0000      0.0000      1.0000      0.0000   2988.0739     25.1048      1.1734      1.1635   1547.6127    221.7680    249.4047      1.4053      1.5804      1.0000 
     4.2000    325.0000      0.0000      1.0000      0.0000   2992.7357     25.1145      1.1741      1.1645   1548.0229    223.9852    250.9191      1.4189      1.5896      1.0000 
     4.2000    350.0000      0.0000      1.0000      0.0000   2996.9962     25.1233      1.1747      1.1653   1548.3904    225.9873    252.2938      1.4313      1.5979      1.0000 
     4.2000    375.0000      0.0000      1.0000      0.0000   3000.9138     25.1314      1.1753      1.1661   1548.7220    227.8089    253.5504      1.4425      1.6055      1.0000 
     4.2000    400.0000      0.0000      1.0000      0.0000   3004.5353     25.1388      1.1759      1.1669   1549.0232    229.4771    254.7060      1.4528      1.6125      1.0000 
     4.2000    425.0000      0.0000      1.0000      0.0000   3007.8989     25.1458      1.1765      1.1676   1549.2983    231.0136    255.7743      1.4623      1.6190      1.0000 
     4.2000    450.0000      0.0000      1.0000      0.0000   3011.0358     25.1523      1.1770      1.1683   1549.5507    232.4358    256.7664      1.4710      1.6250      1.0000 
     4.2000    475.0000      0.0000      1.0000      0.0000   3013.9722     25.1583      1.1775      1.1690   1549.7835    233.7581    257.6918      1.4792      1.6306      1.0000 
     4.2000    500.0000      0.0000      1.0000      0.0000   3016.7298     25.1640      1.1779      1.1696   1549.9989    234.9924    258.5579      1.4868      1.6359      1.0000 
     4.2000    525.0000      0.0000      1.0000      0.0000   3019.3274     25.1694      1.1784      1.1702   1550.1991    236.1487    259.3714      1.4939      1.6408      1.0000 
     4.2000    550.0000      0.0000      1.0000      0.0000   3021.7809     25.1744      1.1788      1.1707   1550.3856    237.2353    260.1376      1.5006      1.6454      1.0000 
     4.2000    575.0000      0.0000      1.0000      0.0000   3024.1039     25.1792      1.1792      1.1713   1550.5599    238.2594    260.8615      1.5069      1.6498      1.0000 
     4.2000    600.0000      0.0000      1.0000      0.0000   3026.3083     25.1838      1.1796      1.1718   1550.7233    239.2272    261.5469      1.5129      1.6540      1.0000 
     4.2000    625.0000      0.0000      1.0000      0.0000   3028.4046     25.1881      1.1800      1.1723   1550.8769    240.1440    262.1974      1.5185      1.6580      1.0000 
     4.2000    650.0000      0.0000      1.0000      0.0000   3030.4019     25.1922      1.1804      1.1727   1551.0215    241.0144    262.8161      1.5239      1.6617      1.0000 
     4.2000    675.0000      0.0000      1.0000      0.0000   3032.3081     25.1961      1.1808      1.1732   1551.1580    241.8425    263.4057      1.5290      1.6653      1.0000 
     4.2000    700.0000      0.0000      1.0000      0.0000   3034.1305     25.1999      1.1811      1.1736   1551.2871    242.6318    263.9686      1.5338      1.6687      1.0000 
     4.2000    725.0000      0.0000      1.0000      0.0000   3035.8753     25.2035      1.1814      1.1741   1551.4095    243.3854    264.5068      1.5385      1.6720      1.0000 
     4.2000    750.0000      0.0000      1.0000      0.0000   3037.5482     25.2069      1.1818      1.1745   1551.5256    244.1061    265.0223      1.5429      1.6751      1.0000 
     4.4000    200.0000      0.0000      1.0000      0.0000   2991.8643     25.3363      1.1653      1.1517   1548.5319    210.4087    242.5042      1.3325      1.5357      1.0000 
     4.4000    225.0000      0.0000      1.0000      0.0000   3000.0349     25.3535      1.1661      1.1529   1549.4713    214.1932    245.0170      1.3556      1.5507      1.0000 
     4.4000    250.0000      0.0000      1.0000      0.0000   3007.2563     25.3686      1.1668      1.1539   1550.2848    217.4507    247.2005      1.3755      1.5637      1.0000 
     4.4000    275.0000      0.0000      1.0000      0.0000   3013.7155     25.3822      1.1674      1.1549   1550.9989    220.2989    249.1249      1.3929      1.5752      1.0000 
     4.4000    300.0000      0.0000      1.0000      0.0000   3019.5495     25.3944      1.1680      1.1558   1551.6326    222.8211    250.8407      1.4083      1.5854      1.0000 
     4.4000    325.0000      0.0000      1.0000      0.0000   3024.8623     25.4055      1.1686      1.1566   1552.2001    225.0785    252.3854      1.4220      1.5945      1.0000 
     4.4000    350.0000      0.0000      1.0000      0.0000   3029.7338     25.4157      1.1691      1.1573   1552.7125    227.1167    253.7873      1.4344      1.6029      1.0000 
     4.4000    375.0000      0.0000      1.0000      0.0000   3034.2274     25.4251      1.1696      1.1581   1553.1782    228.9710    255.0686      1.4457      1.6105      1.0000 
     4.4000    400.0000      0.0000      1.0000      0.0000   3038.3939     25.4339      1.1701      1.1587   1553.6039    230.6691    256.2468      1.4560      1.6175      1.0000 
     4.4000    425.0000      0.0000      1.0000      0.0000   3042.2746     25.4420      1.1705      1.1594   1553.9952    232.2331    257.3358      1.4655      1.6239      1.0000 
     4.4000    450.0000      0.0000      1.0000      0.0000   3045.9035     25.4496      1.1709      1.1600   1554.3564    233.6807    258.3472      1.4743      1.6299      1.0000 
     4.4000    475.0000      0.0000      1.0000      0.0000   3049.3092     25.4567      1.1713      1.1605   1554.6912    235.0265    259.2903      1.4825      1.6355      1.0000 
     4.4000    500.0000      0.0000      1.0000      0.0000   3052.5156     25.4634      1.1717      1.1611   1555.0028    236.2827    260.1731      1.4901      1.6408      1.0000 
     4.4000    525.0000      0.0000      1.0000      0.0000   3055.5430     25.4697      1.1721      1.1616   1555.2936    237.4594    261.0020      1.4973      1.6457      1.0000 
     4.4000    550.0000      0.0000      1.0000      0.0000   3058.4089     25.4757      1.1725      1.1621   1555.5659    238.5652    261.7829      1.5040      1.6503      1.0000 
     4.4000    575.0000      0.0000      1.0000      0.0000   3061.1285     25.4814      1.1728      1.1626   1555.8216    239.6074    262.5204      1.5103      1.6547      1.0000 
     4.4000    600.0000      0.0000      1.0000      0.0000   3063.7147     25.4868      1.1731      1.1631   1556.0623    240.5922    263.2187      1.5163      1.6589      1.0000 
     4.4000    625.0000      0.0000      1.0000      0.0000   3066.1790     25.4920      1.1735      1.1635   1556.2893    241.5250    263.8815      1.5219      1.6628      1.0000 
     4.4000    650.0000      0.0000      1.0000      0.0000   3068.5315     25.4969      1.1738      1.1639   1556.5041    242.4107    264.5118      1.5273      1.6665      1.0000 
     4.4000    675.0000      0.0000      1.0000      0.0000   3070.7811     25.5016      1.1741      1.1643   1556.7075    243.2532    265.1124      1.5324      1.6701      1.0000 
     4.4000    700.0000      0.0000      1.0000      0.0000   3072.9357     25.5061      1.1744      1.1647   1556.9005    244.0562    265.6858      1.5373      1.6735      1.0000 
     4.4000    725.0000      0.0000      1.0000      0.0000   3075.0023     25.5104      1.1746      1.1651   1557.0841    244.8229    266.2340      1.5419      1.6768      1.0000 
     4.4000    750.0000      0.0000      1.0000      0.0000   3076.9872     25.5146      1.1749      1.1655   1557.2589    245.5562    266.7591      1.5464      1.6799      1.0000 
     4.6000    200.0000      0.0000      1.0000      0.0000   3011.2281     25.5887      1.1623      1.1466   1549.2855    210.9859    243.5248      1.3355      1.5415      1.0000 
     4.6000    225.0000      0.0000      1.0000      0.0000   3020.0742     25.6076      1.1629      1.1476   1550.4330    214.8409    246.0951      1.3589      1.5566      1.0000 
     4.6000    250.0000      0.0000      1.0000      0.0000   3027.9188     25.6242      1.1635      1.1485   1551.4358    218.1595    248.3268      1.3790      1.5697      1.0000 
     4.6000    275.0000      0.0000      1.0000      0.0000   3034.9573     25.6392      1.1640      1.1493   1552.3233    221.0612    250.2926      1.3965      1.5812      1.0000 
     4.6000    300.0000      0.0000      1.0000      0.0000   3041.3334     25.6527      1.1645      1.1500   1553.1171    223.6308    252.0446      1.4120      1.5915      1.0000 
     4.6000    325.0000      0.0000      1.0000      0.0000   3047.1558     25.6651      1.1649      1.1507   1553.8333    225.9304    253.6214      1.4259      1.6007      1.0000 
     4.6000    350.0000      0.0000      1.0000      0.0000   3052.5086     25.6765      1.1653      1.1514   1554.4843    228.0068    255.0522      1.4384      1.6090      1.0000 
     4.6000    375.0000      0.0000      1.0000      0.0000   3057.4586     25.6870      1.1657      1.1520   1555.0798    229.8957    256.3596      1.4498      1.6167      1.0000 
     4.6000    400.0000      0.0000      1.0000      0.0000   3062.0591     25.6968      1.1661      1.1526   1555.6276    231.6254    257.5615      1.4602      1.6237      1.0000 
     4.6000    425.0000      0.0000      1.0000      0.0000   3066.3538     25.7059      1.1665      1.1531   1556.1340    233.2184    258.6724      1.4697      1.6301      1.0000 
     4.6000    450.0000      0.0000      1.0000      0.0000   3070.3787     25.7144      1.1668      1.1537   1556.6041    234.6928    259.7039      1.4786      1.6361      1.0000 
     4.6000    475.0000      0.0000      1.0000      0.0000   3074.1639     25.7225      1.1671      1.1541   1557.0421    236.0634    260.6658      1.4868      1.6417      1.0000 
     4.6000    500.0000      0.0000      1.0000      0.0000   3077.7348     25.7300      1.1674      1.1546   1557.4518    237.3428    261.5659      1.4945      1.6470      1.0000 
     4.6000    525.0000      0.0000      1.0000      0.0000   3081.1129     25.7372      1.1677      1.1551   1557.8361    238.5411    262.4112      1.5016      1.6519      1.0000 
     4.6000    550.0000      0.0000      1.0000      0.0000   3084.3169     25.7440      1.1680      1.1555   1558.1976    239.6671    263.2073      1.5084      1.6565      1.0000 
     4.6000    575.0000      0.0000      1.0000      0.0000   3087.3627     25.7505      1.1683      1.1559   1558.5386    240.7283    263.9592      1.5147      1.6609      1.0000 
     4.6000    600.0000      0.0000      1.0000      0.0000   3090.2644     25.7566      1.1686      1.1563   1558.8609    241.7311    264.6711      1.5207      1.6650      1.0000 
     4.6000    625.0000      0.0000      1.0000      0.0000   3093.0340     25.7625      1.1688      1.1567   1559.1663    242.6809    265.3467      1.5264      1.6689      1.0000 
     4.6000    650.0000      0.0000      1.0000      0.0000   3095.6823     25.7681      1.1691      1.1571   1559.4562    243.5826    265.9892      1.5318      1.6727      1.0000 
     4.6000    675.0000      0.0000      1.0000      0.0000   3098.2189     25.7735      1.1693      1.1574   1559.7320    244.4403    266.6013      1.5369      1.6762      1.0000 
     4.6000    700.0000      0.0000      1.0000      0.0000   3100.6521     25.7787      1.1696      1.1578   1559.9947    245.2578    267.1857      1.5418      1.6796      1.0000 
     4.6000    725.0000      0.0000      1.0000      0.0000   3102.9896     25.7836      1.1698      1.1581   1560.2453    246.0384    267.7444      1.5464      1.6829      1.0000 
     4.6000    750.0000      0.0000      1.0000      0.0000   3105.2380     25.7884      1.1700      1.1584   1560.4849    246.7848    268.2795      1.5509      1.6860      1.0000 
     4.8000    200.0000      0.0000      1.0000      0.0000   3023.5100     25.8153      1.1606      1.1430   1548.0183    211.3076    244.2946      1.3386      1.5476      1.0000 
     4.8000    225.0000      0.0000      1.0000      0.0000   3032.8313     25.8354      1.1611      1.1439   1549.3241    215.2353    246.9302      1.3624      1.5630      1.0000 
     4.8000    250.0000      0.0000      1.0000      0.0000   3041.1169     25.8532      1.1615      1.1447   1550.4727    218.6174    249.2159      1.3827      1.5763      1.0000 
     4.8000    275.0000      0.0000      1.0000      0.0000   3048.5677     25.8693      1.1619      1.1454   1551.4956    221.5752    251.2275      1.4005      1.5880      1.0000 
     4.8000    300.0000      0.0000      1.0000      0.0000   3055.3314     25.8839      1.1623      1.1461   1552.4156    224.1947    253.0192      1.4162      1.5983      1.0000 
     4.8000    325.0000      0.0000      1.0000      0.0000   3061.5201     25.8972      1.1627      1.1467   1553.2503    226.5391    254.6308      1.4303      1.6076      1.0000 
