# Engine name: FYDPish lite
# Fri Apr 30 19:44:38 2021
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     3.0000    200.0000      0.0000      1.0000      0.0000   2525.8488     22.5919      1.2298      1.2286   1470.9193    198.7367    227.5970      1.3250      1.5174      1.0000 
     3.0000    250.0000      0.0000      1.0000      0.0000   2528.1501     22.5964      1.2313      1.2302   1470.9362    204.9450    231.6639      1.3664      1.5445      1.0000 
     3.0000    300.0000      0.0000      1.0000      0.0000   2529.8781     22.5997      1.2325      1.2314   1470.9471    209.6790    234.8237      1.3979      1.5655      1.0000 
     3.0000    350.0000      0.0000      1.0000      0.0000   2531.2390     22.6024      1.2334      1.2324   1470.9544    213.4657    237.3856      1.4231      1.5826      1.0000 
     3.0000    400.0000      0.0000      1.0000      0.0000   2532.3477     22.6046      1.2342      1.2332   1470.9597    216.5977    239.5269      1.4440      1.5969      1.0000 
     3.0000    450.0000      0.0000      1.0000      0.0000   2533.2741     22.6064      1.2348      1.2339   1470.9636    219.2531    241.3577      1.4617      1.6091      1.0000 
     3.0000    500.0000      0.0000      1.0000      0.0000   2534.0638     22.6080      1.2353      1.2345   1470.9665    221.5480    242.9510      1.4770      1.6197      1.0000 
     3.0000    550.0000      0.0000      1.0000      0.0000   2534.7476     22.6093      1.2358      1.2350   1470.9687    223.5614    244.3572      1.4904      1.6291      1.0000 
     3.0000    600.0000      0.0000      1.0000      0.0000   2535.3475     22.6105      1.2362      1.2355   1470.9704    225.3497    245.6127      1.5024      1.6374      1.0000 
     3.0000    650.0000      0.0000      1.0000      0.0000   2535.8794     22.6116      1.2366      1.2359   1470.9718    226.9545    246.7445      1.5131      1.6450      1.0000 
     3.0000    700.0000      0.0000      1.0000      0.0000   2536.3554     22.6126      1.2370      1.2362   1470.9729    228.4070    247.7731      1.5227      1.6518      1.0000 
     3.0000    750.0000      0.0000      1.0000      0.0000   2536.7848     22.6134      1.2373      1.2365   1470.9737    229.7313    248.7144      1.5316      1.6581      1.0000 
     3.0000    800.0000      0.0000      1.0000      0.0000   2537.1747     22.6142      1.2375      1.2368   1470.9744    230.9465    249.5810      1.5397      1.6639      1.0000 
     3.0000    850.0000      0.0000      1.0000      0.0000   2537.5310     22.6149      1.2378      1.2371   1470.9749    232.0677    250.3832      1.5471      1.6692      1.0000 
     3.0000    900.0000      0.0000      1.0000      0.0000   2537.8582     22.6156      1.2380      1.2374   1470.9754    233.1073    251.1291      1.5541      1.6742      1.0000 
     3.0000    950.0000      0.0000      1.0000      0.0000   2538.1602     22.6162      1.2382      1.2376   1470.9757    234.0753    251.8257      1.5605      1.6789      1.0000 
     3.0000   1000.0000      0.0000      1.0000      0.0000   2538.4400     22.6168      1.2384      1.2378   1470.9759    234.9802    252.4786      1.5666      1.6832      1.0000 
     3.2500     50.0000      0.0000      1.0000      0.0000   2625.2272     23.1535      1.2012      1.1972   1493.1452    147.0127    200.5392      0.9655      1.3171      1.0000 
     3.2500    100.0000      0.0000      1.0000      0.0000   2643.5375     23.1894      1.2090      1.2060   1493.7897    178.5191    216.9696      1.1720      1.4244      1.0000 
     3.2500    150.0000      0.0000      1.0000      0.0000   2652.5060     23.2070      1.2132      1.2107   1494.0422    192.9700    225.7379      1.2666      1.4817      1.0000 
     3.2500    200.0000      0.0000      1.0000      0.0000   2658.1473     23.2181      1.2160      1.2137   1494.1802    201.9522    231.4772      1.3255      1.5192      1.0000 
     3.2500    250.0000      0.0000      1.0000      0.0000   2662.1361     23.2260      1.2181      1.2160   1494.2682    208.3146    235.6587      1.3671      1.5466      1.0000 
     3.2500    300.0000      0.0000      1.0000      0.0000   2665.1576     23.2319      1.2196      1.2177   1494.3296    213.1670    238.9068      1.3989      1.5678      1.0000 
     3.2500    350.0000      0.0000      1.0000      0.0000   2667.5533     23.2367      1.2209      1.2191   1494.3751    217.0489    241.5398      1.4244      1.5851      1.0000 
     3.2500    400.0000      0.0000      1.0000      0.0000   2669.5158     23.2405      1.2220      1.2203   1494.4103    220.2600    243.7400      1.4454      1.5995      1.0000 
     3.2500    450.0000      0.0000      1.0000      0.0000   2671.1632     23.2438      1.2229      1.2212   1494.4383    222.9827    245.6207      1.4632      1.6118      1.0000 
     3.2500    500.0000      0.0000      1.0000      0.0000   2672.5728     23.2466      1.2236      1.2221   1494.4613    225.3357    247.2569      1.4787      1.6225      1.0000 
     3.2500    550.0000      0.0000      1.0000      0.0000   2673.7974     23.2490      1.2243      1.2228   1494.4804    227.4001    248.7007      1.4922      1.6320      1.0000 
     3.2500    600.0000      0.0000      1.0000      0.0000   2674.8748     23.2512      1.2249      1.2235   1494.4967    229.2339    249.9895      1.5042      1.6404      1.0000 
     3.2500    650.0000      0.0000      1.0000      0.0000   2675.8325     23.2531      1.2255      1.2241   1494.5106    230.8794    251.1509      1.5150      1.6480      1.0000 
     3.2500    700.0000      0.0000      1.0000      0.0000   2676.6916     23.2548      1.2259      1.2246   1494.5228    232.3687    252.2061      1.5247      1.6549      1.0000 
     3.2500    750.0000      0.0000      1.0000      0.0000   2677.4680     23.2563      1.2264      1.2251   1494.5334    233.7265    253.1715      1.5336      1.6612      1.0000 
     3.2500    800.0000      0.0000      1.0000      0.0000   2678.1743     23.2578      1.2268      1.2255   1494.5429    234.9724    254.0600      1.5418      1.6670      1.0000 
     3.2500    850.0000      0.0000      1.0000      0.0000   2678.8206     23.2591      1.2272      1.2259   1494.5513    236.1218    254.8821      1.5493      1.6724      1.0000 
     3.2500    900.0000      0.0000      1.0000      0.0000   2679.4151     23.2603      1.2275      1.2263   1494.5588    237.1875    255.6463      1.5563      1.6774      1.0000 
     3.2500    950.0000      0.0000      1.0000      0.0000   2679.9644     23.2614      1.2278      1.2267   1494.5657    238.1798    256.3596      1.5628      1.6821      1.0000 
     3.2500   1000.0000      0.0000      1.0000      0.0000   2680.4740     23.2624      1.2281      1.2270   1494.5719    239.1073    257.0278      1.5689      1.6865      1.0000 
     3.5000     50.0000      0.0000      1.0000      0.0000   2719.8061     23.6877      1.1858      1.1794   1510.7026    148.4679    202.8870      0.9638      1.3170      1.0000 
     3.5000    100.0000      0.0000      1.0000      0.0000   2746.5127     23.7408      1.1940      1.1890   1512.1834    180.6390    219.8282      1.1715      1.4256      1.0000 
     3.5000    150.0000      0.0000      1.0000      0.0000   2760.0375     23.7677      1.1986      1.1944   1512.8036    195.4133    228.8356      1.2668      1.4834      1.0000 
     3.5000    200.0000      0.0000      1.0000      0.0000   2768.7138     23.7849      1.2018      1.1980   1513.1563    204.5994    234.7270      1.3260      1.5212      1.0000 
     3.5000    250.0000      0.0000      1.0000      0.0000   2774.9332     23.7973      1.2042      1.2008   1513.3875    211.1073    239.0178      1.3680      1.5488      1.0000 
     3.5000    300.0000      0.0000      1.0000      0.0000   2779.6933     23.8068      1.2061      1.2029   1513.5524    216.0713    242.3503      1.4000      1.5702      1.0000 
     3.5000    350.0000      0.0000      1.0000      0.0000   2783.4988     23.8144      1.2077      1.2047   1513.6769    220.0427    245.0512      1.4256      1.5876      1.0000 
     3.5000    400.0000      0.0000      1.0000      0.0000   2786.6373     23.8206      1.2090      1.2062   1513.7746    223.3281    247.3076      1.4468      1.6021      1.0000 
     3.5000    450.0000      0.0000      1.0000      0.0000   2789.2870     23.8259      1.2101      1.2074   1513.8536    226.1138    249.2361      1.4648      1.6145      1.0000 
     3.5000    500.0000      0.0000      1.0000      0.0000   2791.5653     23.8304      1.2111      1.2085   1513.9190    228.5214    250.9136      1.4803      1.6253      1.0000 
     3.5000    550.0000      0.0000      1.0000      0.0000   2793.5530     23.8344      1.2120      1.2095   1513.9741    230.6338    252.3936      1.4939      1.6349      1.0000 
     3.5000    600.0000      0.0000      1.0000      0.0000   2795.3083     23.8379      1.2128      1.2104   1514.0214    232.5101    253.7143      1.5060      1.6434      1.0000 
     3.5000    650.0000      0.0000      1.0000      0.0000   2796.8740     23.8411      1.2135      1.2112   1514.0624    234.1938    254.9044      1.5169      1.6510      1.0000 
     3.5000    700.0000      0.0000      1.0000      0.0000   2798.2826     23.8439      1.2141      1.2119   1514.0984    235.7176    255.9854      1.5267      1.6580      1.0000 
     3.5000    750.0000      0.0000      1.0000      0.0000   2799.5590     23.8464      1.2147      1.2125   1514.1302    237.1070    256.9742      1.5357      1.6644      1.0000 
     3.5000    800.0000      0.0000      1.0000      0.0000   2800.7232     23.8488      1.2153      1.2131   1514.1586    238.3817    257.8842      1.5439      1.6702      1.0000 
     3.5000    850.0000      0.0000      1.0000      0.0000   2801.7909     23.8509      1.2158      1.2137   1514.1841    239.5577    258.7259      1.5515      1.6756      1.0000 
     3.5000    900.0000      0.0000      1.0000      0.0000   2802.7749     23.8529      1.2162      1.2142   1514.2072    240.6480    259.5082      1.5585      1.6807      1.0000 
     3.5000    950.0000      0.0000      1.0000      0.0000   2803.6859     23.8547      1.2166      1.2147   1514.2281    241.6632    260.2383      1.5651      1.6854      1.0000 
     3.5000   1000.0000      0.0000      1.0000      0.0000   2804.5326     23.8564      1.2171      1.2151   1514.2473    242.6121    260.9221      1.5712      1.6898      1.0000 
     3.7500     50.0000      0.0000      1.0000      0.0000   2791.0057     24.1580      1.1732      1.1638   1523.5086    149.4704    204.6702      0.9621      1.3174      1.0000 
     3.7500    100.0000      0.0000      1.0000      0.0000   2826.4987     24.2296      1.1805      1.1730   1526.2856    182.2816    222.1595      1.1712      1.4274      1.0000 
     3.7500    150.0000      0.0000      1.0000      0.0000   2845.1022     24.2670      1.1850      1.1785   1527.5189    197.3751    231.4091      1.2671      1.4856      1.0000 
     3.7500    200.0000      0.0000      1.0000      0.0000   2857.2948     24.2916      1.1882      1.1823   1528.2436    206.7621    237.4514      1.3268      1.5237      1.0000 
     3.7500    250.0000      0.0000      1.0000      0.0000   2866.1703     24.3094      1.1907      1.1853   1528.7296    213.4127    241.8500      1.3690      1.5514      1.0000 
     3.7500    300.0000      0.0000      1.0000      0.0000   2873.0449     24.3233      1.1927      1.1877   1529.0821    218.4856    245.2650      1.4012      1.5730      1.0000 
     3.7500    350.0000      0.0000      1.0000      0.0000   2878.5941     24.3344      1.1944      1.1897   1529.3515    222.5441    248.0323      1.4270      1.5905      1.0000 
     3.7500    400.0000      0.0000      1.0000      0.0000   2883.2076     24.3437      1.1959      1.1913   1529.5652    225.9015    250.3438      1.4483      1.6051      1.0000 
     3.7500    450.0000      0.0000      1.0000      0.0000   2887.1294     24.3516      1.1971      1.1928   1529.7396    228.7484    252.3189      1.4664      1.6175      1.0000 
     3.7500    500.0000      0.0000      1.0000      0.0000   2890.5216     24.3585      1.1982      1.1941   1529.8850    231.2087    254.0368      1.4821      1.6284      1.0000 
     3.7500    550.0000      0.0000      1.0000      0.0000   2893.4969     24.3644      1.1992      1.1953   1530.0085    233.3673    255.5521      1.4958      1.6380      1.0000 
     3.7500    600.0000      0.0000      1.0000      0.0000   2896.1365     24.3698      1.2001      1.1963   1530.1149    235.2847    256.9042      1.5080      1.6465      1.0000 
     3.7500    650.0000      0.0000      1.0000      0.0000   2898.5009     24.3745      1.2010      1.1973   1530.2077    237.0052    258.1223      1.5189      1.6542      1.0000 
     3.7500    700.0000      0.0000      1.0000      0.0000   2900.6360     24.3788      1.2017      1.1981   1530.2894    238.5623    259.2287      1.5288      1.6612      1.0000 
     3.7500    750.0000      0.0000      1.0000      0.0000   2902.5776     24.3827      1.2024      1.1989   1530.3621    239.9820    260.2405      1.5378      1.6676      1.0000 
     3.7500    800.0000      0.0000      1.0000      0.0000   2904.3541     24.3863      1.2031      1.1997   1530.4272    241.2845    261.1715      1.5461      1.6735      1.0000 
     3.7500    850.0000      0.0000      1.0000      0.0000   2905.9881     24.3896      1.2037      1.2003   1530.4858    242.4861    262.0326      1.5537      1.6790      1.0000 
     3.7500    900.0000      0.0000      1.0000      0.0000   2907.4982     24.3927      1.2042      1.2010   1530.5391    243.6001    262.8327      1.5608      1.6841      1.0000 
     3.7500    950.0000      0.0000      1.0000      0.0000   2908.8997     24.3955      1.2047      1.2016   1530.5876    244.6373    263.5793      1.5674      1.6888      1.0000 
     3.7500   1000.0000      0.0000      1.0000      0.0000   2910.2054     24.3981      1.2052      1.2021   1530.6321    245.6068    264.2786      1.5736      1.6932      1.0000 
     4.0000     50.0000      0.0000      1.0000      0.0000   2841.5044     24.5689      1.1645      1.1515   1531.5179    150.0550    205.9133      0.9608      1.3185      1.0000 
     4.0000    100.0000      0.0000      1.0000      0.0000   2884.9827     24.6579      1.1703      1.1596   1535.9909    183.4810    224.0164      1.1714      1.4302      1.0000 
     4.0000    150.0000      0.0000      1.0000      0.0000   2908.5159     24.7060      1.1740      1.1645   1538.1084    198.8985    233.5228      1.2681      1.4889      1.0000 
     4.0000    200.0000      0.0000      1.0000      0.0000   2924.2717     24.7382      1.1768      1.1682   1539.4007    208.4901    239.7205      1.3282      1.5271      1.0000 
     4.0000    250.0000      0.0000      1.0000      0.0000   2935.9262     24.7620      1.1790      1.1710   1540.2904    215.2857    244.2285      1.3707      1.5549      1.0000 
     4.0000    300.0000      0.0000      1.0000      0.0000   2945.0694     24.7806      1.1808      1.1733   1540.9485    220.4689    247.7271      1.4031      1.5765      1.0000 
     4.0000    350.0000      0.0000      1.0000      0.0000   2952.5285     24.7959      1.1824      1.1753   1541.4593    224.6153    250.5611      1.4290      1.5941      1.0000 
     4.0000    400.0000      0.0000      1.0000      0.0000   2958.7862     24.8086      1.1838      1.1770   1541.8695    228.0452    252.9279      1.4504      1.6087      1.0000 
     4.0000    450.0000      0.0000      1.0000      0.0000   2964.1477     24.8195      1.1850      1.1785   1542.2079    230.9533    254.9499      1.4686      1.6212      1.0000 
     4.0000    500.0000      0.0000      1.0000      0.0000   2968.8173     24.8291      1.1861      1.1798   1542.4926    233.4665    256.7082      1.4843      1.6321      1.0000 
     4.0000    550.0000      0.0000      1.0000      0.0000   2972.9383     24.8375      1.1871      1.1810   1542.7361    235.6713    258.2589      1.4981      1.6417      1.0000 
     4.0000    600.0000      0.0000      1.0000      0.0000   2976.6147     24.8450      1.1880      1.1821   1542.9473    237.6297    259.6424      1.5103      1.6502      1.0000 
     4.0000    650.0000      0.0000      1.0000      0.0000   2979.9244     24.8517      1.1888      1.1832   1543.1326    239.3868    260.8887      1.5213      1.6580      1.0000 
     4.0000    700.0000      0.0000      1.0000      0.0000   2982.9271     24.8578      1.1896      1.1841   1543.2966    240.9771    262.0204      1.5313      1.6650      1.0000 
     4.0000    750.0000      0.0000      1.0000      0.0000   2985.6692     24.8634      1.1903      1.1849   1543.4431    242.4268    263.0553      1.5403      1.6714      1.0000 
     4.0000    800.0000      0.0000      1.0000      0.0000   2988.1879     24.8685      1.1910      1.1857   1543.5748    243.7569    264.0073      1.5486      1.6773      1.0000 
     4.0000    850.0000      0.0000      1.0000      0.0000   2990.5130     24.8733      1.1916      1.1865   1543.6941    244.9839    264.8878      1.5563      1.6828      1.0000 
     4.0000    900.0000      0.0000      1.0000      0.0000   2992.6692     24.8776      1.1922      1.1872   1543.8027    246.1214    265.7059      1.5634      1.6878      1.0000 
     4.0000    950.0000      0.0000      1.0000      0.0000   2994.6766     24.8817      1.1928      1.1879   1543.9020    247.1804    266.4691      1.5701      1.6926      1.0000 
     4.0000   1000.0000      0.0000      1.0000      0.0000   2996.5523     24.8856      1.1933      1.1885   1543.9933    248.1702    267.1838      1.5762      1.6970      1.0000 
     4.2500     50.0000      0.0000      1.0000      0.0000   2875.2535     24.9274      1.1594      1.1429   1534.9873    150.2661    206.6230      0.9600      1.3201      1.0000 
     4.2500    100.0000      0.0000      1.0000      0.0000   2925.0453     25.0310      1.1637      1.1496   1541.2239    184.2557    225.4210      1.1724      1.4343      1.0000 
     4.2500    150.0000      0.0000      1.0000      0.0000   2952.7052     25.0885      1.1665      1.1538   1544.3689    200.0043    235.2135      1.2700      1.4936      1.0000 
     4.2500    200.0000      0.0000      1.0000      0.0000   2971.5664     25.1277      1.1686      1.1569   1546.3696    209.8091    241.5775      1.3306      1.5320      1.0000 
     4.2500    250.0000      0.0000      1.0000      0.0000   2985.7199     25.1570      1.1704      1.1593   1547.7899    216.7560    246.2005      1.3733      1.5599      1.0000 
     4.2500    300.0000      0.0000      1.0000      0.0000   2996.9566     25.1804      1.1718      1.1614   1548.8661    222.0542    249.7859      1.4059      1.5815      1.0000 
     4.2500    350.0000      0.0000      1.0000      0.0000   3006.2171     25.1996      1.1731      1.1631   1549.7178    226.2922    252.6891      1.4320      1.5990      1.0000 
     4.2500    400.0000      0.0000      1.0000      0.0000   3014.0553     25.2158      1.1742      1.1647   1550.4134    229.7974    255.1129      1.4535      1.6136      1.0000 
     4.2500    450.0000      0.0000      1.0000      0.0000   3020.8239     25.2298      1.1753      1.1660   1550.9950    232.7690    257.1832      1.4718      1.6261      1.0000 
     4.2500    500.0000      0.0000      1.0000      0.0000   3026.7608     25.2421      1.1762      1.1673   1551.4905    235.3368    258.9831      1.4875      1.6370      1.0000 
     4.2500    550.0000      0.0000      1.0000      0.0000   3032.0339     25.2530      1.1770      1.1684   1551.9189    237.5894    260.5702      1.5013      1.6466      1.0000 
     4.2500    600.0000      0.0000      1.0000      0.0000   3036.7658     25.2628      1.1778      1.1694   1552.2939    239.5899    261.9860      1.5136      1.6551      1.0000 
     4.2500    650.0000      0.0000      1.0000      0.0000   3041.0488     25.2717      1.1786      1.1704   1552.6257    241.3848    263.2611      1.5246      1.6628      1.0000 
     4.2500    700.0000      0.0000      1.0000      0.0000   3044.9538     25.2797      1.1792      1.1712   1552.9217    243.0091    264.4189      1.5346      1.6698      1.0000 
     4.2500    750.0000      0.0000      1.0000      0.0000   3048.5366     25.2871      1.1799      1.1721   1553.1879    244.4897    265.4775      1.5437      1.6762      1.0000 
     4.2500    800.0000      0.0000      1.0000      0.0000   3051.8417     25.2940      1.1805      1.1728   1553.4289    245.8481    266.4512      1.5520      1.6821      1.0000 
     4.2500    850.0000      0.0000      1.0000      0.0000   3054.9054     25.3003      1.1810      1.1736   1553.6483    247.1011    267.3516      1.5597      1.6875      1.0000 
     4.2500    900.0000      0.0000      1.0000      0.0000   3057.7573     25.3062      1.1816      1.1742   1553.8490    248.2626    268.1880      1.5668      1.6926      1.0000 
     4.2500    950.0000      0.0000      1.0000      0.0000   3060.4220     25.3117      1.1821      1.1749   1554.0336    249.3440    268.9683      1.5735      1.6973      1.0000 
     4.2500   1000.0000      0.0000      1.0000      0.0000   3062.9204     25.3169      1.1826      1.1755   1554.2040    250.3545    269.6989      1.5797      1.7017      1.0000 
     4.5000     50.0000      0.0000      1.0000      0.0000   2896.4219     25.2416      1.1568      1.1373   1534.7401    150.1708    206.8300      0.9596      1.3216      1.0000 
     4.5000    100.0000      0.0000      1.0000      0.0000   2950.6507     25.3563      1.1600      1.1429   1542.4333    184.6237    226.3679      1.1738      1.4392      1.0000 
     4.5000    150.0000      0.0000      1.0000      0.0000   2981.3350     25.4212      1.1620      1.1464   1546.5061    200.7019    236.4953      1.2727      1.4997      1.0000 
     4.5000    200.0000      0.0000      1.0000      0.0000   3002.5441     25.4660      1.1636      1.1489   1549.1915    210.7291    243.0453      1.3340      1.5385      1.0000 
     4.5000    250.0000      0.0000      1.0000      0.0000   3018.6358     25.5000      1.1649      1.1510   1551.1527    217.8362    247.7931      1.3772      1.5666      1.0000 
     4.5000    300.0000      0.0000      1.0000      0.0000   3031.5314     25.5272      1.1660      1.1527   1552.6742    223.2564    251.4714      1.4101      1.5883      1.0000 
     4.5000    350.0000      0.0000      1.0000      0.0000   3042.2467     25.5498      1.1670      1.1541   1553.9027    227.5916    254.4479      1.4363      1.6058      1.0000 
     4.5000    400.0000      0.0000      1.0000      0.0000   3051.3828     25.5691      1.1679      1.1554   1554.9237    231.1767    256.9320      1.4580      1.6204      1.0000 
     4.5000    450.0000      0.0000      1.0000      0.0000   3059.3245     25.5858      1.1686      1.1566   1555.7909    234.2157    259.0531      1.4763      1.6329      1.0000 
     4.5000    500.0000      0.0000      1.0000      0.0000   3066.3326     25.6006      1.1694      1.1576   1556.5398    236.8414    260.8967      1.4922      1.6437      1.0000 
     4.5000    550.0000      0.0000      1.0000      0.0000   3072.5920     25.6138      1.1700      1.1586   1557.1957    239.1445    262.5221      1.5060      1.6533      1.0000 
     4.5000    600.0000      0.0000      1.0000      0.0000   3078.2382     25.6257      1.1706      1.1594   1557.7764    241.1897    263.9718      1.5184      1.6618      1.0000 
     4.5000    650.0000      0.0000      1.0000      0.0000   3083.3734     25.6365      1.1712      1.1602   1558.2954    243.0245    265.2772      1.5294      1.6694      1.0000 
     4.5000    700.0000      0.0000      1.0000      0.0000   3088.0767     25.6464      1.1717      1.1610   1558.7631    244.6846    266.4623      1.5394      1.6764      1.0000 
     4.5000    750.0000      0.0000      1.0000      0.0000   3092.4103     25.6555      1.1722      1.1617   1559.1874    246.1979    267.5457      1.5485      1.6828      1.0000 
     4.5000    800.0000      0.0000      1.0000      0.0000   3096.4244     25.6640      1.1727      1.1624   1559.5746    247.5861    268.5422      1.5568      1.6886      1.0000 
     4.5000    850.0000      0.0000      1.0000      0.0000   3100.1594     25.6718      1.1731      1.1630   1559.9299    248.8665    269.4635      1.5645      1.6940      1.0000 
     4.5000    900.0000      0.0000      1.0000      0.0000   3103.6488     25.6791      1.1736      1.1636   1560.2574    250.0533    270.3192      1.5717      1.6990      1.0000 
     4.5000    950.0000      0.0000      1.0000      0.0000   3106.9207     25.6860      1.1740      1.1642   1560.5606    251.1581    271.1175      1.5783      1.7037      1.0000 
     4.5000   1000.0000      0.0000      1.0000      0.0000   3109.9985     25.6925      1.1744      1.1647   1560.8423    252.1906    271.8647      1.5845      1.7081      1.0000 
     4.7500     50.0000      0.0000      1.0000      0.0000   2908.5272     25.5194      1.1555      1.1339   1531.8917    149.8519    206.6207      0.9593      1.3227      1.0000 
     4.7500    100.0000      0.0000      1.0000      0.0000   2965.5705     25.6419      1.1580      1.1387   1540.5489    184.6177    226.8282      1.1752      1.4439      1.0000 
     4.7500    150.0000      0.0000      1.0000      0.0000   2998.2317     25.7120      1.1597      1.1416   1545.2893    200.9981    237.3555      1.2756      1.5063      1.0000 
     4.7500    200.0000      0.0000      1.0000      0.0000   3021.0101     25.7609      1.1609      1.1438   1548.4924    211.2513    244.1265      1.3379      1.5461      1.0000 
     4.7500    250.0000      0.0000      1.0000      0.0000   3038.4210     25.7983      1.1619      1.1455   1550.8797    218.5267    249.0162      1.3818      1.5746      1.0000 
     4.7500    300.0000      0.0000      1.0000      0.0000   3052.4637     25.8284      1.1628      1.1469   1552.7642    224.0771    252.7972      1.4152      1.5966      1.0000 
     4.7500    350.0000      0.0000      1.0000      0.0000   3064.1989     25.8536      1.1635      1.1481   1554.3097    228.5165    255.8536      1.4418      1.6143      1.0000 
     4.7500    400.0000      0.0000      1.0000      0.0000   3074.2565     25.8752      1.1642      1.1492   1555.6121    232.1874    258.4026      1.4637      1.6290      1.0000 
     4.7500    450.0000      0.0000      1.0000      0.0000   3083.0407     25.8940      1.1647      1.1501   1556.7488    235.2989    260.5783      1.4823      1.6415      1.0000 
     4.7500    500.0000      0.0000      1.0000      0.0000   3090.8265     25.9107      1.1653      1.1510   1557.7291    237.9868    262.4688      1.4982      1.6524      1.0000 
     4.7500    550.0000      0.0000      1.0000      0.0000   3097.8090     25.9257      1.1658      1.1518   1558.5969    240.3443    264.1351      1.5122      1.6619      1.0000 
     4.7500    600.0000      0.0000      1.0000      0.0000   3104.1316     25.9392      1.1662      1.1525   1559.3732    242.4375    265.6209      1.5247      1.6704      1.0000 
     4.7500    650.0000      0.0000      1.0000      0.0000   3109.9030     25.9516      1.1667      1.1532   1560.0736    244.3151    266.9586      1.5358      1.6781      1.0000 
     4.7500    700.0000      0.0000      1.0000      0.0000   3115.2072     25.9630      1.1671      1.1538   1560.7104    246.0139    268.1728      1.5458      1.6851      1.0000 
     4.7500    750.0000      0.0000      1.0000      0.0000   3120.1105     25.9735      1.1675      1.1544   1561.2930    247.5622    269.2828      1.5550      1.6914      1.0000 
     4.7500    800.0000      0.0000      1.0000      0.0000   3124.6663     25.9832      1.1678      1.1549   1561.8290    248.9824    270.3034      1.5633      1.6972      1.0000 
     4.7500    850.0000      0.0000      1.0000      0.0000   3128.9181     25.9923      1.1682      1.1555   1562.3245    250.2922    271.2470      1.5711      1.7026      1.0000 
     4.7500    900.0000      0.0000      1.0000      0.0000   3132.9017     26.0009      1.1685      1.1560   1562.7846    251.5062    272.1234      1.5782      1.7076      1.0000 
     4.7500    950.0000      0.0000      1.0000      0.0000   3136.6473     26.0089      1.1688      1.1564   1563.2134    252.6362    272.9408      1.5849      1.7123      1.0000 
     4.7500   1000.0000      0.0000      1.0000      0.0000   3140.1799     26.0165      1.1691      1.1569   1563.6145    253.6921    273.7059      1.5911      1.7166      1.0000 
     5.0000     50.0000      0.0000      1.0000      0.0000   2914.1904     25.7670      1.1548      1.1319   1527.3524    149.3858    206.1149      0.9592      1.3234      1.0000 
     5.0000    100.0000      0.0000      1.0000      0.0000   2972.8112     25.8945      1.1571      1.1362   1536.5737    184.2984    226.7898      1.1762      1.4474      1.0000 
     5.0000    150.0000      0.0000      1.0000      0.0000   3006.6130     25.9681      1.1585      1.1388   1541.7183    200.9081    237.7433      1.2779      1.5123      1.0000 
     5.0000    200.0000      0.0000      1.0000      0.0000   3030.3142     26.0197      1.1595      1.1407   1545.2457    211.3713    244.7908      1.3414      1.5535      1.0000 
     5.0000    250.0000      0.0000      1.0000      0.0000   3048.5124     26.0594      1.1603      1.1422   1547.9073    218.8174    249.8554      1.3863      1.5829      1.0000 
     5.0000    300.0000      0.0000      1.0000      0.0000   3063.2483     26.0915      1.1610      1.1434   1550.0315    224.5046    253.7572      1.4204      1.6055      1.0000 
     5.0000    350.0000      0.0000      1.0000      0.0000   3075.6064     26.1184      1.1616      1.1445   1551.7908    229.0554    256.9046      1.4475      1.6235      1.0000 
     5.0000    400.0000      0.0000      1.0000      0.0000   3086.2322     26.1416      1.1622      1.1454   1553.2868    232.8189    259.5261      1.4699      1.6385      1.0000 
     5.0000    450.0000      0.0000      1.0000      0.0000   3095.5405     26.1619      1.1627      1.1462   1554.5842    236.0088    261.7619      1.4888      1.6513      1.0000 
     5.0000    500.0000      0.0000      1.0000      0.0000   3103.8138     26.1799      1.1631      1.1469   1555.7269    238.7643    263.7037      1.5051      1.6623      1.0000 
     5.0000    550.0000      0.0000      1.0000      0.0000   3111.2529     26.1961      1.1635      1.1476   1556.7458    241.1808    265.4144      1.5193      1.6720      1.0000 
     5.0000    600.0000      0.0000      1.0000      0.0000   3118.0057     26.2108      1.1639      1.1482   1557.6634    243.3262    266.9395      1.5319      1.6806      1.0000 
     5.0000    650.0000      0.0000      1.0000      0.0000   3124.1841     26.2243      1.1642      1.1488   1558.4968    245.2505    268.3122      1.5432      1.6883      1.0000 
     5.0000    700.0000      0.0000      1.0000      0.0000   3129.8752     26.2367      1.1645      1.1493   1559.2592    246.9913    269.5581      1.5534      1.6953      1.0000 
     5.0000    750.0000      0.0000      1.0000      0.0000   3135.1474     26.2482      1.1648      1.1498   1559.9608    248.5778    270.6966      1.5627      1.7017      1.0000 
     5.0000    800.0000      0.0000      1.0000      0.0000   3140.0560     26.2589      1.1651      1.1503   1560.6100    250.0328    271.7435      1.5712      1.7076      1.0000 
     5.0000    850.0000      0.0000      1.0000      0.0000   3144.6461     26.2689      1.1654      1.1507   1561.2134    251.3747    272.7112      1.5790      1.7130      1.0000 
